userId,movieId,score
188,2,3
188,3,4
188,11,4
188,11,3
188,19,4
188,22,4
188,30,4
188,32,3
188,32,2
188,33,4
188,33,3
188,36,4
189,1,4
189,2,4
189,2,3
189,3,3
189,5,4
189,14,5
189,15,2
189,15,4
189,17,2
189,19,3
189,27,4
189,27,4
189,31,3
189,33,2
189,35,4
189,40,4
190,1,3
190,2,3
190,5,2
190,5,4
190,14,2
190,15,4
190,17,4
190,22,3
190,32,2
190,40,3
190,40,2
191,1,4
191,2,4
191,8,4
191,11,4
191,12,2
191,12,4
191,12,4
191,14,4
191,15,4
191,15,4
191,15,3
191,15,3
191,19,3
191,25,3
192,1,4
192,10,3
192,14,3
192,20,3
192,20,3
192,23,4
192,23,4
192,25,3
192,27,3
192,27,4
192,39,4
193,1,4
193,2,4
193,7,1
193,12,3
193,12,3
193,12,3
193,12,3
193,17,3
193,19,4
193,26,4
193,31,3
193,40,2
194,1,2
194,1,3
194,3,3
194,11,4
194,15,4
194,15,4
194,19,2
194,30,3
194,33,4
194,33,4
194,36,3
194,37,3
194,37,3
194,37,3
195,1,3
195,1,3
195,3,4
195,4,3
195,5,3
195,11,4
195,14,4
195,15,4
195,19,4
195,31,4
195,33,3
195,38,2
196,1,4
196,3,4
196,8,4
196,14,3
196,15,2
196,15,4
196,17,4
196,17,3
196,17,3
196,18,1
196,22,2
196,29,2
196,31,3
196,35,4
197,29,3
197,30,3
197,32,3
197,34,3
197,38,3
198,3,4
198,32,1
198,33,3
198,34,5
198,36,3
199,3,5
199,28,4
199,35,2
199,38,1
199,40,3
201,1,4
201,11,4
201,11,4
201,11,4
201,16,2
201,23,2
201,31,4
201,31,4
201,33,4
202,11,2
202,16,3
202,32,4
202,34,3
202,39,3
